time,AT,BE,BG,CZ,CH,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
57,0.341296928327645,0.25839793281653745,0.32573289902280134,0.32894736842105265,0.33003300330033003,0.2785515320334262,0.2724795640326976,0.3194888178913738,0.25380710659898476,0.3125,0.2597402597402597,0.32573289902280134,0.2801120448179272,0.26666666666666666,0.3333333333333333,0.3597122302158274,0.28169014084507044,0.3215434083601286,0.3164556962025316,0.2557544757033248,0.3731343283582089,0.3225806451612903,0.24937655860349128,0.3205128205128205,0.29850746268656714,0.30303030303030304,0.37453183520599254
58,0.3184713375796178,0.2557544757033248,0.3184713375796178,0.30864197530864196,0.31446540880503143,0.26881720430107525,0.27624309392265195,0.31746031746031744,0.24813895781637715,0.3115264797507788,0.25510204081632654,0.3236245954692557,0.2770083102493075,0.25510204081632654,0.3076923076923077,0.35335689045936397,0.27548209366391185,0.3184713375796178,0.3125,0.25641025641025644,0.3731343283582089,0.3067484662576687,0.24813895781637715,0.31545741324921134,0.303951367781155,0.2849002849002849,0.3508771929824561
59,0.3048780487804878,0.25510204081632654,0.31746031746031744,0.29673590504451036,0.3048780487804878,0.2638522427440633,0.2801120448179272,0.31446540880503143,0.24752475247524752,0.30959752321981426,0.25380710659898476,0.3194888178913738,0.27624309392265195,0.2518891687657431,0.29325513196480935,0.3460207612456747,0.2717391304347826,0.3184713375796178,0.30864197530864196,0.2604166666666667,0.37453183520599254,0.29850746268656714,0.2469135802469136,0.3184713375796178,0.3115264797507788,0.27548209366391185,0.33670033670033667
60,0.3021148036253776,0.2570694087403599,0.3333333333333333,0.2958579881656805,0.303951367781155,0.2631578947368421,0.2849002849002849,0.3115264797507788,0.2469135802469136,0.30864197530864196,0.25380710659898476,0.3164556962025316,0.2808988764044944,0.25125628140703515,0.28901734104046245,0.3401360544217687,0.2695417789757412,0.3194888178913738,0.3058103975535168,0.2695417789757412,0.3802281368821293,0.29940119760479045,0.2469135802469136,0.33444816053511706,0.3236245954692557,0.273972602739726,0.33444816053511706
61,0.3164556962025316,0.2617801047120419,0.3484320557491289,0.30959752321981426,0.3076923076923077,0.267379679144385,0.29239766081871343,0.3076923076923077,0.2469135802469136,0.3105590062111801,0.25510204081632654,0.3164556962025316,0.28901734104046245,0.25510204081632654,0.29940119760479045,0.33783783783783783,0.2695417789757412,0.3194888178913738,0.3021148036253776,0.2824858757062147,0.3846153846153846,0.3105590062111801,0.2469135802469136,0.3460207612456747,0.33557046979865773,0.27932960893854747,0.3484320557491289
62,0.33222591362126247,0.2710027100271003,0.35587188612099646,0.3215434083601286,0.3164556962025316,0.273972602739726,0.30120481927710846,0.30120481927710846,0.2469135802469136,0.31347962382445144,0.25839793281653745,0.3194888178913738,0.29325513196480935,0.2645502645502646,0.30959752321981426,0.33783783783783783,0.2724795640326976,0.3194888178913738,0.29940119760479045,0.2949852507374631,0.38759689922480617,0.3194888178913738,0.24630541871921185,0.3546099290780142,0.3448275862068966,0.2881844380403458,0.3597122302158274
63,0.3424657534246575,0.2801120448179272,0.36101083032490977,0.33112582781456956,0.3215434083601286,0.2801120448179272,0.30864197530864196,0.2958579881656805,0.24813895781637715,0.3215434083601286,0.2610966057441253,0.33003300330033003,0.29673590504451036,0.27027027027027023,0.31545741324921134,0.3424657534246575,0.273972602739726,0.3194888178913738,0.29673590504451036,0.3067484662576687,0.38910505836575876,0.32679738562091504,0.24630541871921185,0.3597122302158274,0.3496503496503497,0.29325513196480935,0.36496350364963503
64,0.3484320557491289,0.29239766081871343,0.36496350364963503,0.3389830508474576,0.3236245954692557,0.2849002849002849,0.31347962382445144,0.29239766081871343,0.24937655860349128,0.33112582781456956,0.2645502645502646,0.341296928327645,0.29850746268656714,0.27322404371584696,0.3215434083601286,0.3508771929824561,0.273972602739726,0.3194888178913738,0.29411764705882354,0.3164556962025316,0.3921568627450981,0.33222591362126247,0.24630541871921185,0.36496350364963503,0.3546099290780142,0.29411764705882354,0.36900369003690037
65,0.35335689045936397,0.30303030303030304,0.37037037037037035,0.3448275862068966,0.3246753246753247,0.29069767441860467,0.3164556962025316,0.29239766081871343,0.2506265664160401,0.3401360544217687,0.267379679144385,0.3484320557491289,0.30120481927710846,0.2747252747252747,0.32679738562091504,0.3546099290780142,0.273972602739726,0.3184713375796178,0.29325513196480935,0.32573289902280134,0.3952569169960475,0.33670033670033667,0.2469135802469136,0.37037037037037035,0.35842293906810035,0.29325513196480935,0.3717472118959108
66,0.35714285714285715,0.31446540880503143,0.37453183520599254,0.3496503496503497,0.32573289902280134,0.2958579881656805,0.3215434083601286,0.2949852507374631,0.25125628140703515,0.3508771929824561,0.2710027100271003,0.35587188612099646,0.30303030303030304,0.27548209366391185,0.33003300330033003,0.35842293906810035,0.2747252747252747,0.3164556962025316,0.29239766081871343,0.33444816053511706,0.3968253968253968,0.3401360544217687,0.2469135802469136,0.37453183520599254,0.3623188405797102,0.29154518950437314,0.3731343283582089
67,0.35842293906810035,0.3246753246753247,0.3787878787878788,0.35335689045936397,0.32573289902280134,0.30303030303030304,0.3246753246753247,0.29940119760479045,0.25252525252525254,0.35842293906810035,0.2747252747252747,0.3597122302158274,0.3048780487804878,0.2777777777777778,0.3333333333333333,0.35842293906810035,0.273972602739726,0.31545741324921134,0.29154518950437314,0.3401360544217687,0.4016064257028112,0.3424657534246575,0.2469135802469136,0.3787878787878788,0.3676470588235294,0.2898550724637681,0.3731343283582089
68,0.3597122302158274,0.3333333333333333,0.38167938931297707,0.3546099290780142,0.32679738562091504,0.30959752321981426,0.33112582781456956,0.303951367781155,0.2531645569620253,0.36496350364963503,0.27932960893854747,0.36496350364963503,0.3076923076923077,0.27932960893854747,0.33670033670033667,0.35714285714285715,0.273972602739726,0.31545741324921134,0.29154518950437314,0.3460207612456747,0.4048582995951417,0.3436426116838488,0.24752475247524752,0.38167938931297707,0.3717472118959108,0.2881844380403458,0.3731343283582089
69,0.36101083032490977,0.3389830508474576,0.3861003861003861,0.3546099290780142,0.32894736842105265,0.31545741324921134,0.33670033670033667,0.3076923076923077,0.2544529262086514,0.37037037037037035,0.28328611898017,0.3676470588235294,0.30959752321981426,0.27932960893854747,0.3389830508474576,0.3546099290780142,0.273972602739726,0.31347962382445144,0.29154518950437314,0.3496503496503497,0.4098360655737705,0.3448275862068966,0.24813895781637715,0.3831417624521073,0.37593984962406013,0.28653295128939826,0.3731343283582089
70,0.36101083032490977,0.3424657534246575,0.38910505836575876,0.35335689045936397,0.33003300330033003,0.3246753246753247,0.341296928327645,0.3125,0.2557544757033248,0.37453183520599254,0.2881844380403458,0.37037037037037035,0.3115264797507788,0.27932960893854747,0.3424657534246575,0.35335689045936397,0.27548209366391185,0.31347962382445144,0.29411764705882354,0.35335689045936397,0.4132231404958678,0.3436426116838488,0.24875621890547267,0.3846153846153846,0.3787878787878788,0.2857142857142857,0.3731343283582089
71,0.3597122302158274,0.3448275862068966,0.3921568627450981,0.35211267605633806,0.3278688524590164,0.33003300330033003,0.3448275862068966,0.3184713375796178,0.2577319587628866,0.37593984962406013,0.29154518950437314,0.3731343283582089,0.31347962382445144,0.2785515320334262,0.3436426116838488,0.35211267605633806,0.273972602739726,0.31347962382445144,0.3021148036253776,0.35714285714285715,0.4166666666666667,0.3436426116838488,0.24937655860349128,0.3846153846153846,0.38167938931297707,0.2849002849002849,0.3717472118959108
72,0.3597122302158274,0.3472222222222222,0.3952569169960475,0.3484320557491289,0.32894736842105265,0.33670033670033667,0.3484320557491289,0.32679738562091504,0.25839793281653745,0.37735849056603776,0.29325513196480935,0.37453183520599254,0.31446540880503143,0.2777777777777778,0.3448275862068966,0.3484320557491289,0.27322404371584696,0.31446540880503143,0.3115264797507788,0.36101083032490977,0.42194092827004215,0.3424657534246575,0.24937655860349128,0.3846153846153846,0.3846153846153846,0.28328611898017,0.37037037037037035
73,0.3597122302158274,0.3484320557491289,0.39840637450199207,0.3472222222222222,0.32573289902280134,0.341296928327645,0.3508771929824561,0.33222591362126247,0.2597402597402597,0.38167938931297707,0.2949852507374631,0.37593984962406013,0.31446540880503143,0.2770083102493075,0.3460207612456747,0.3448275862068966,0.2724795640326976,0.31545741324921134,0.3225806451612903,0.36363636363636365,0.42372881355932207,0.341296928327645,0.25,0.3846153846153846,0.38759689922480617,0.28169014084507044,0.36900369003690037
74,0.3597122302158274,0.3496503496503497,0.4016064257028112,0.3448275862068966,0.3225806451612903,0.3460207612456747,0.35211267605633806,0.33557046979865773,0.2597402597402597,0.3861003861003861,0.2958579881656805,0.37593984962406013,0.31545741324921134,0.27548209366391185,0.3448275862068966,0.3424657534246575,0.27027027027027023,0.31746031746031744,0.33112582781456956,0.3663003663003663,0.42194092827004215,0.341296928327645,0.25125628140703515,0.3831417624521073,0.3921568627450981,0.2801120448179272,0.36900369003690037
75,0.3597122302158274,0.3496503496503497,0.4048582995951417,0.341296928327645,0.3205128205128205,0.3508771929824561,0.35335689045936397,0.33783783783783783,0.2604166666666667,0.3921568627450981,0.29673590504451036,0.37593984962406013,0.3164556962025316,0.27548209366391185,0.3448275862068966,0.33783783783783783,0.2695417789757412,0.3215434083601286,0.33670033670033667,0.3676470588235294,0.42372881355932207,0.341296928327645,0.25252525252525254,0.3831417624521073,0.3952569169960475,0.2785515320334262,0.37037037037037035
76,0.35842293906810035,0.3508771929824561,0.3952569169960475,0.3401360544217687,0.3184713375796178,0.35587188612099646,0.35335689045936397,0.3389830508474576,0.2610966057441253,0.3968253968253968,0.2976190476190476,0.37453183520599254,0.30864197530864196,0.2747252747252747,0.3448275862068966,0.33557046979865773,0.2680965147453083,0.32894736842105265,0.341296928327645,0.37037037037037035,0.42372881355932207,0.341296928327645,0.25380710659898476,0.37593984962406013,0.39840637450199207,0.2770083102493075,0.37037037037037035
77,0.35714285714285715,0.3496503496503497,0.37735849056603776,0.3389830508474576,0.31746031746031744,0.35842293906810035,0.3546099290780142,0.3401360544217687,0.26246719160104987,0.4016064257028112,0.29850746268656714,0.3717472118959108,0.29673590504451036,0.273972602739726,0.3448275862068966,0.33222591362126247,0.267379679144385,0.3333333333333333,0.3401360544217687,0.3717472118959108,0.42372881355932207,0.3424657534246575,0.25510204081632654,0.36363636363636365,0.4016064257028112,0.2747252747252747,0.36900369003690037
78,0.3484320557491289,0.3496503496503497,0.35587188612099646,0.33670033670033667,0.31545741324921134,0.3623188405797102,0.35587188612099646,0.3389830508474576,0.2631578947368421,0.4016064257028112,0.3003003003003003,0.36900369003690037,0.2840909090909091,0.2695417789757412,0.3389830508474576,0.32894736842105265,0.26525198938992045,0.33222591362126247,0.33783783783783783,0.3717472118959108,0.42194092827004215,0.3401360544217687,0.2557544757033248,0.3460207612456747,0.40322580645161293,0.2724795640326976,0.3663003663003663
79,0.33444816053511706,0.3424657534246575,0.32894736842105265,0.33112582781456956,0.3105590062111801,0.35587188612099646,0.35211267605633806,0.33557046979865773,0.2610966057441253,0.3968253968253968,0.2976190476190476,0.36496350364963503,0.2717391304347826,0.26246719160104987,0.33003300330033003,0.32679738562091504,0.2617801047120419,0.32679738562091504,0.33222591362126247,0.3663003663003663,0.42194092827004215,0.33557046979865773,0.2570694087403599,0.3246753246753247,0.4,0.26881720430107525,0.3597122302158274
80,0.3184713375796178,0.33003300330033003,0.303951367781155,0.3246753246753247,0.3048780487804878,0.3460207612456747,0.3448275862068966,0.33112582781456956,0.2570694087403599,0.39370078740157477,0.29239766081871343,0.36101083032490977,0.26246719160104987,0.25510204081632654,0.31746031746031744,0.3246753246753247,0.2577319587628866,0.3225806451612903,0.3278688524590164,0.3496503496503497,0.41841004184100417,0.33003300330033003,0.2577319587628866,0.3048780487804878,0.3921568627450981,0.2638522427440633,0.3508771929824561
81,0.303951367781155,0.31746031746031744,0.2898550724637681,0.31746031746031744,0.29940119760479045,0.33557046979865773,0.33783783783783783,0.33003300330033003,0.2531645569620253,0.39370078740157477,0.28735632183908044,0.3496503496503497,0.2544529262086514,0.25,0.303951367781155,0.3205128205128205,0.25510204081632654,0.3215434083601286,0.32573289902280134,0.33222591362126247,0.41493775933609955,0.3236245954692557,0.2570694087403599,0.29154518950437314,0.3831417624521073,0.2604166666666667,0.341296928327645
82,0.29239766081871343,0.3067484662576687,0.28328611898017,0.3115264797507788,0.2949852507374631,0.3246753246753247,0.33112582781456956,0.33112582781456956,0.2518891687657431,0.3968253968253968,0.2824858757062147,0.33670033670033667,0.25125628140703515,0.24813895781637715,0.29239766081871343,0.31545741324921134,0.25380710659898476,0.3246753246753247,0.32679738562091504,0.3164556962025316,0.4098360655737705,0.3194888178913738,0.2557544757033248,0.28653295128939826,0.37735849056603776,0.2590673575129534,0.32894736842105265
83,0.28653295128939826,0.30120481927710846,0.28328611898017,0.30864197530864196,0.29239766081871343,0.3184713375796178,0.32894736842105265,0.33557046979865773,0.25125628140703515,0.4,0.2801120448179272,0.32573289902280134,0.2506265664160401,0.2469135802469136,0.28169014084507044,0.3105590062111801,0.2531645569620253,0.33112582781456956,0.33112582781456956,0.30864197530864196,0.4115226337448559,0.3184713375796178,0.2544529262086514,0.28901734104046245,0.37735849056603776,0.2590673575129534,0.3205128205128205
84,0.2857142857142857,0.3003003003003003,0.3021148036253776,0.30959752321981426,0.29154518950437314,0.3194888178913738,0.33003300330033003,0.33783783783783783,0.25125628140703515,0.4016064257028112,0.27932960893854747,0.31746031746031744,0.2544529262086514,0.2469135802469136,0.2770083102493075,0.3076923076923077,0.2531645569620253,0.33783783783783783,0.3389830508474576,0.3067484662576687,0.4166666666666667,0.3236245954692557,0.2531645569620253,0.30120481927710846,0.38167938931297707,0.25839793281653745,0.31746031746031744
85,0.29411764705882354,0.3048780487804878,0.3205128205128205,0.3164556962025316,0.29325513196480935,0.33112582781456956,0.3389830508474576,0.3401360544217687,0.25125628140703515,0.4016064257028112,0.28169014084507044,0.3125,0.2631578947368421,0.24752475247524752,0.27932960893854747,0.3076923076923077,0.25380710659898476,0.3424657534246575,0.3460207612456747,0.31446540880503143,0.425531914893617,0.33444816053511706,0.25252525252525254,0.30959752321981426,0.38759689922480617,0.2597402597402597,0.3215434083601286
86,0.30303030303030304,0.3115264797507788,0.33003300330033003,0.3225806451612903,0.2976190476190476,0.3424657534246575,0.3472222222222222,0.3436426116838488,0.2518891687657431,0.40322580645161293,0.2857142857142857,0.3115264797507788,0.27027027027027023,0.24937655860349128,0.28169014084507044,0.30959752321981426,0.2557544757033248,0.3472222222222222,0.35211267605633806,0.32573289902280134,0.4329004329004329,0.341296928327645,0.25252525252525254,0.31545741324921134,0.3921568627450981,0.2638522427440633,0.3246753246753247
